employee_id,company_id,dept,seniority,salary,join_date,quit_date
956029,4,marketing,12,101000,7/6/2015,NA
845894,10,design,12,108000,7/27/2015,NA
696581,1,customer_service,4,29000,10/29/2012,NA
528755,5,customer_service,20,88000,10/15/2012,3/27/2015
963955,4,sales,22,178000,12/22/2014,11/20/2015
966665,1,customer_service,12,84000,10/7/2015,NA
565307,7,data_science,5,155000,3/2/2015,NA
562167,3,sales,29,143000,5/4/2015,NA
184415,2,marketing,10,139000,12/10/2012,1/24/2014
741869,4,engineer,7,172000,7/30/2012,11/21/2014
426822,2,customer_service,17,107000,12/12/2011,11/9/2012
995217,1,data_science,14,205000,5/13/2013,5/29/2015
294573,2,customer_service,21,112000,8/26/2013,NA
441444,5,customer_service,5,58000,5/23/2011,2/27/2015
656287,1,data_science,16,314000,5/31/2011,7/19/2013
508506,3,customer_service,25,103000,7/29/2013,8/28/2015
240736,1,customer_service,3,29000,6/25/2012,6/6/2014
45833,6,engineer,13,145000,8/15/2011,8/24/2012
601361,9,customer_service,14,62000,5/18/2015,NA
721053,7,customer_service,18,94000,10/8/2014,9/18/2015
280246,10,customer_service,14,52000,2/8/2012,2/28/2014
790005,5,sales,20,174000,2/28/2011,11/22/2013
735902,2,customer_service,21,118000,9/26/2011,7/26/2013
678569,1,design,14,111000,7/18/2011,7/27/2012
410091,2,customer_service,7,81000,3/14/2011,10/30/2015
367285,1,customer_service,23,102000,11/28/2011,1/10/2014
491201,9,customer_service,29,96000,3/10/2015,NA
468561,3,customer_service,25,95000,9/9/2013,9/26/2014
371873,3,data_science,5,179000,12/5/2011,1/17/2014
853736,1,engineer,28,343000,8/11/2014,NA
316775,2,customer_service,23,126000,1/13/2014,12/26/2014
685094,1,engineer,13,217000,9/14/2015,NA
977767,2,marketing,2,50000,2/18/2014,NA
800217,5,customer_service,26,102000,8/12/2013,NA
684523,1,customer_service,3,28000,7/25/2011,8/3/2012
906644,2,engineer,19,367000,12/15/2014,NA
792687,3,engineer,19,283000,1/24/2011,8/28/2012
790438,2,marketing,13,128000,7/28/2015,NA
440241,1,engineer,1,76000,9/23/2013,NA
713386,10,sales,14,124000,4/5/2011,3/30/2012
790836,6,data_science,12,156000,5/31/2012,6/14/2013
48492,1,engineer,11,171000,2/10/2014,1/9/2015
648277,1,engineer,10,179000,7/22/2013,NA
381807,5,data_science,21,236000,6/14/2011,9/13/2013
590855,1,sales,3,50000,1/27/2014,NA
810004,4,engineer,10,153000,9/30/2013,12/19/2014
336595,1,engineer,13,186000,11/21/2011,11/16/2012
687952,7,design,15,170000,8/6/2012,NA
807510,3,customer_service,20,87000,11/16/2015,NA
108859,2,data_science,3,77000,3/11/2013,5/30/2014
487822,2,customer_service,10,74000,1/17/2012,11/20/2013
499202,1,engineer,6,191000,5/16/2011,6/29/2012
218460,1,customer_service,17,114000,4/18/2011,3/7/2014
899381,1,customer_service,29,114000,11/17/2014,NA
781710,2,data_science,12,228000,1/28/2013,4/4/2014
633715,2,customer_service,1,31000,11/17/2014,NA
389511,8,engineer,24,250000,10/8/2012,8/15/2014
27683,3,design,1,42000,11/30/2015,NA
205741,4,engineer,14,141000,9/2/2014,NA
899468,10,customer_service,19,110000,2/17/2015,NA
859427,7,marketing,10,86000,4/11/2011,5/18/2012
666601,2,customer_service,8,79000,12/1/2014,NA
765696,4,customer_service,11,65000,12/31/2012,3/28/2014
799576,9,customer_service,10,66000,6/15/2015,NA
587534,1,engineer,26,336000,5/23/2011,1/2/2014
165371,1,customer_service,3,32000,3/24/2014,3/27/2015
479472,2,marketing,16,209000,3/7/2011,2/2/2012
374073,5,marketing,19,168000,5/27/2014,NA
23011,1,marketing,14,129000,5/14/2012,8/1/2014
889833,10,sales,16,189000,8/18/2014,8/21/2015
265464,2,sales,4,52000,4/10/2012,5/10/2013
646330,2,customer_service,21,143000,1/24/2011,11/2/2012
990976,1,customer_service,11,93000,8/17/2015,NA
208579,1,customer_service,10,76000,10/3/2011,1/16/2015
568841,9,customer_service,24,81000,5/5/2014,4/10/2015
874714,1,customer_service,24,120000,11/18/2013,NA
947342,9,sales,18,170000,9/10/2012,11/15/2013
11137,7,marketing,17,173000,4/16/2012,8/7/2015
37128,1,engineer,1,81000,12/9/2013,NA
158172,4,engineer,21,216000,2/24/2014,3/27/2015
940323,2,customer_service,7,74000,2/25/2013,1/24/2014
946966,4,sales,4,36000,3/25/2013,3/28/2014
477915,1,sales,2,48000,6/30/2014,6/19/2015
202803,9,marketing,2,37000,3/30/2015,NA
486358,10,customer_service,17,99000,10/5/2015,NA
710287,5,sales,12,101000,1/31/2011,NA
122771,4,sales,13,104000,3/4/2013,NA
619396,1,sales,4,48000,6/18/2012,6/26/2015
493714,3,engineer,8,173000,8/29/2011,7/27/2012
541057,2,marketing,13,140000,10/20/2014,8/21/2015
400552,3,customer_service,19,1.00E+05,9/10/2012,8/1/2014
677420,2,customer_service,15,115000,7/6/2015,NA
894802,2,customer_service,7,70000,6/11/2014,NA
207252,3,engineer,14,177000,11/11/2013,NA
864631,5,customer_service,19,95000,6/22/2015,NA
510031,1,data_science,15,352000,8/10/2015,NA
244987,10,customer_service,22,98000,12/19/2011,1/26/2015
41879,1,engineer,4,87000,8/25/2014,NA
517701,1,engineer,16,286000,4/4/2011,2/15/2013
597952,3,marketing,9,1.00E+05,7/16/2014,NA
776649,1,customer_service,8,70000,2/7/2011,10/31/2014
211233,3,customer_service,1,26000,6/29/2015,NA
671791,1,design,25,166000,5/12/2014,NA
955110,1,customer_service,15,108000,2/4/2013,2/14/2014
393406,10,marketing,15,159000,3/17/2014,3/20/2015
787658,7,customer_service,2,28000,7/26/2011,12/4/2015
670616,5,engineer,17,233000,6/2/2014,6/5/2015
845692,1,marketing,2,49000,6/11/2012,5/31/2013
124844,1,customer_service,12,82000,3/10/2014,3/27/2015
521811,3,marketing,3,38000,4/7/2014,2/20/2015
936461,1,customer_service,2,28000,5/20/2013,5/16/2014
826432,1,customer_service,6,73000,3/4/2013,7/31/2015
84160,2,engineer,21,279000,3/11/2013,NA
289656,5,customer_service,3,29000,4/22/2013,3/13/2015
545308,2,data_science,16,272000,3/3/2014,NA
678681,7,customer_service,29,84000,3/9/2015,NA
924982,1,engineer,18,285000,1/23/2012,3/8/2013
675862,3,sales,10,103000,3/4/2013,3/21/2014
380518,1,design,7,125000,7/16/2012,7/19/2013
350510,7,customer_service,25,108000,10/26/2015,NA
982950,2,data_science,13,196000,12/24/2013,NA
263552,5,data_science,3,67000,2/2/2015,NA
26132,1,design,9,138000,1/30/2012,2/1/2013
275021,10,customer_service,28,92000,8/25/2014,NA
412679,10,customer_service,11,62000,10/14/2013,8/29/2014
623201,9,customer_service,1,26000,12/26/2012,NA
767913,4,engineer,19,219000,7/14/2014,NA
664153,6,engineer,11,178000,4/6/2015,NA
536468,1,customer_service,13,84000,5/13/2013,11/20/2015
471188,6,engineer,11,188000,3/31/2014,NA
778927,3,customer_service,27,117000,8/29/2011,10/19/2012
771299,4,customer_service,24,91000,7/6/2015,NA
586565,8,customer_service,17,97000,5/27/2014,NA
853781,10,customer_service,13,51000,4/23/2012,NA
520556,1,customer_service,17,148000,2/13/2012,11/28/2014
180640,2,customer_service,16,137000,7/29/2013,6/6/2014
670901,1,engineer,4,72000,3/26/2012,3/22/2013
562871,1,customer_service,21,127000,4/1/2013,4/10/2015
170903,8,design,26,164000,10/17/2011,4/25/2014
768392,1,engineer,27,250000,8/26/2013,NA
272298,1,engineer,3,77000,4/17/2012,3/1/2013
594262,3,sales,11,124000,11/2/2015,NA
698563,5,marketing,9,123000,2/14/2011,2/24/2012
999881,3,sales,26,162000,10/14/2013,9/26/2014
895057,2,sales,21,217000,5/5/2014,6/12/2015
868575,1,customer_service,17,138000,5/21/2012,NA
56876,3,customer_service,13,59000,1/30/2012,5/9/2014
247646,2,design,12,147000,7/18/2011,3/31/2015
843359,6,customer_service,14,63000,11/4/2013,NA
310154,5,customer_service,11,55000,9/22/2014,NA
674756,2,marketing,10,135000,2/7/2011,1/6/2012
664369,1,marketing,17,193000,9/16/2013,7/11/2014
7942,10,sales,11,114000,11/29/2012,12/13/2013
198897,3,engineer,9,153000,8/19/2013,NA
825762,6,engineer,22,228000,2/19/2013,NA
972253,1,customer_service,7,82000,5/18/2015,NA
494913,2,sales,16,201000,4/29/2013,NA
576485,6,customer_service,7,50000,3/4/2013,2/21/2014
255164,4,customer_service,4,22000,8/30/2011,12/20/2013
490359,6,customer_service,18,94000,11/24/2014,NA
81421,3,marketing,28,153000,5/25/2011,5/8/2015
133139,9,customer_service,23,1.00E+05,1/7/2013,NA
660999,8,marketing,28,162000,8/25/2014,NA
878551,1,sales,2,55000,4/18/2011,6/5/2014
105809,3,data_science,27,255000,11/18/2013,12/23/2014
281622,1,customer_service,24,1.00E+05,11/30/2015,NA
383862,3,engineer,17,219000,4/29/2013,4/10/2015
548947,1,customer_service,8,79000,10/26/2015,NA
26338,2,engineer,18,241000,4/25/2011,5/22/2015
442661,1,customer_service,3,29000,8/15/2011,7/20/2012
487632,1,customer_service,10,91000,1/26/2012,2/14/2014
835807,6,customer_service,4,22000,11/19/2012,1/24/2014
745468,6,engineer,23,221000,12/22/2014,NA
271349,2,customer_service,21,117000,3/10/2014,NA
347630,5,customer_service,14,57000,2/17/2015,NA
566467,3,marketing,8,131000,12/15/2014,11/27/2015
783641,1,customer_service,23,98000,11/17/2014,NA
847109,1,sales,3,56000,8/29/2011,9/7/2012
278454,1,marketing,2,43000,11/23/2015,NA
728310,4,data_science,10,163000,1/17/2012,5/8/2015
568271,1,engineer,6,204000,2/17/2015,NA
572596,1,engineer,17,283000,6/3/2013,7/24/2015
655141,2,engineer,24,261000,7/25/2012,4/30/2015
303797,1,engineer,2,72000,7/30/2012,8/1/2014
385682,3,data_science,3,63000,8/24/2015,NA
625874,1,customer_service,5,73000,4/1/2015,NA
469210,2,engineer,19,362000,3/18/2013,2/20/2015
823185,1,customer_service,2,31000,10/7/2013,10/31/2014
568545,1,sales,26,204000,9/2/2014,7/17/2015
256480,1,engineer,9,189000,5/4/2015,NA
216656,2,engineer,24,290000,4/7/2014,NA
304169,6,design,5,111000,1/22/2013,NA
259214,4,customer_service,22,97000,3/28/2011,1/3/2014
388892,10,marketing,17,158000,4/6/2015,NA
644310,1,data_science,10,2.00E+05,3/27/2013,NA
4485,1,customer_service,23,105000,11/2/2015,NA
370675,7,sales,3,35000,8/1/2011,7/13/2012
44243,3,customer_service,2,25000,11/9/2015,NA
293857,1,customer_service,22,123000,1/27/2014,1/9/2015
310923,2,customer_service,14,72000,2/5/2013,NA
352219,1,data_science,10,165000,7/19/2011,5/23/2014
396052,8,customer_service,12,70000,4/26/2011,2/7/2014
570419,1,customer_service,23,126000,3/26/2012,4/18/2013
190818,2,design,13,150000,6/25/2012,7/26/2013
800428,3,customer_service,10,62000,7/11/2011,6/19/2015
600901,5,sales,11,86000,4/11/2011,5/11/2012
826436,7,customer_service,14,63000,9/12/2011,9/27/2013
673811,5,customer_service,2,22000,4/2/2013,6/20/2014
921972,3,customer_service,9,56000,8/5/2013,8/1/2014
391570,2,marketing,2,47000,4/6/2015,NA
219588,3,sales,12,103000,12/31/2012,11/22/2013
448574,3,data_science,13,167000,2/9/2015,NA
680804,1,design,20,168000,5/19/2014,NA
238147,3,data_science,4,63000,9/16/2013,10/17/2014
472755,2,data_science,11,196000,5/23/2011,1/18/2013
628537,2,customer_service,12,78000,7/15/2015,NA
118882,2,marketing,12,168000,5/7/2012,10/2/2015
755135,1,marketing,16,207000,1/3/2012,NA
888545,3,customer_service,15,97000,9/24/2012,9/20/2013
417476,4,engineer,10,144000,7/7/2014,7/24/2015
699401,7,engineer,20,223000,9/28/2015,NA
980177,8,engineer,11,144000,6/13/2011,5/4/2012
84802,1,engineer,20,362000,5/7/2012,11/13/2015
987341,3,marketing,14,101000,4/28/2014,3/20/2015
162787,1,engineer,19,243000,7/15/2013,1/5/2015
561342,3,engineer,23,260000,12/19/2011,NA
158762,3,engineer,14,174000,3/18/2013,1/24/2014
550860,10,engineer,9,162000,11/12/2012,10/11/2013
429223,1,customer_service,18,107000,10/13/2014,NA
62143,2,customer_service,25,107000,11/12/2012,NA
147771,3,data_science,7,169000,4/1/2013,NA
580872,1,sales,23,2.00E+05,2/6/2012,1/18/2013
886608,2,customer_service,18,136000,7/15/2013,NA
755196,3,data_science,9,189000,4/15/2013,3/21/2014
367713,6,sales,13,101000,10/18/2011,10/26/2012
905376,2,data_science,11,194000,5/19/2014,NA
606734,2,marketing,28,176000,5/27/2014,6/5/2015
602592,2,engineer,28,325000,12/16/2013,NA
249055,10,data_science,5,159000,5/19/2015,NA
956567,2,data_science,22,269000,4/4/2011,5/17/2013
37512,6,design,13,109000,1/2/2013,9/13/2013
400540,10,engineer,14,169000,12/17/2013,11/14/2014
791371,5,engineer,3,59000,4/20/2015,NA
408369,2,engineer,23,323000,4/14/2014,2/13/2015
954868,2,customer_service,14,79000,9/22/2014,NA
475174,1,customer_service,29,127000,9/6/2012,NA
171918,3,customer_service,17,83000,11/7/2011,NA
445904,2,data_science,15,288000,9/2/2014,NA
861565,9,customer_service,2,25000,4/2/2012,6/12/2015
261620,1,customer_service,8,80000,11/4/2013,NA
548076,1,data_science,12,224000,3/26/2012,NA
874531,8,customer_service,5,61000,8/31/2015,NA
939597,6,design,18,165000,8/26/2013,7/6/2015
745165,4,customer_service,4,21000,8/4/2014,8/14/2015
955422,4,sales,6,99000,8/3/2015,NA
49185,5,marketing,12,104000,11/10/2014,NA
922456,1,customer_service,7,81000,3/31/2015,NA
560147,7,customer_service,5,72000,8/19/2013,11/3/2014
291558,2,engineer,20,261000,1/20/2015,NA
560217,2,customer_service,20,127000,2/11/2013,NA
492685,2,design,21,204000,1/30/2012,12/21/2012
464421,4,data_science,5,120000,7/7/2015,NA
877642,7,engineer,6,154000,5/21/2012,5/10/2013
410757,1,customer_service,7,74000,3/19/2012,5/8/2015
502803,8,marketing,1,37000,1/20/2015,NA
53637,1,customer_service,18,120000,10/31/2011,9/6/2013
562385,1,customer_service,6,85000,7/2/2012,8/29/2014
938576,1,data_science,26,230000,11/3/2014,NA
280500,6,sales,24,168000,6/22/2011,7/7/2014
555253,6,customer_service,3,22000,7/19/2011,3/20/2015
666027,2,engineer,11,212000,11/30/2015,NA
745162,4,customer_service,15,95000,1/3/2012,7/18/2014
587861,1,engineer,26,335000,4/15/2014,NA
755751,1,sales,13,129000,12/11/2013,NA
652092,1,customer_service,3,31000,7/13/2015,NA
876093,3,customer_service,2,26000,8/12/2013,9/12/2014
133620,1,data_science,26,309000,5/21/2012,2/27/2015
572428,1,customer_service,25,127000,8/1/2011,10/5/2012
320411,2,marketing,5,109000,6/25/2012,7/12/2013
246810,1,data_science,18,281000,7/5/2011,11/14/2014
992785,8,customer_service,5,63000,6/4/2012,5/31/2013
379387,2,data_science,10,206000,4/29/2013,6/27/2014
980469,9,sales,19,171000,12/4/2013,NA
357660,1,marketing,8,139000,4/21/2014,4/24/2015
404853,9,customer_service,26,103000,4/13/2015,NA
173326,1,customer_service,22,134000,4/18/2011,6/15/2012
762537,8,data_science,7,172000,8/23/2011,10/9/2012
995310,5,engineer,19,231000,10/3/2011,7/17/2015
851312,2,sales,20,201000,8/4/2014,5/22/2015
513247,1,data_science,11,238000,7/18/2011,5/25/2012
589298,10,engineer,17,244000,7/9/2012,6/27/2014
683974,10,customer_service,6,64000,1/27/2014,NA
622289,3,customer_service,9,55000,4/13/2015,NA
537754,3,engineer,17,238000,9/22/2014,NA
601756,3,engineer,22,241000,5/19/2014,5/20/2015
125518,10,customer_service,13,71000,6/2/2015,NA
112331,4,engineer,10,160000,11/25/2015,NA
317362,1,marketing,5,144000,2/13/2012,11/30/2012
218105,9,marketing,14,104000,4/28/2014,NA
394493,1,engineer,8,176000,9/10/2012,NA
360404,1,marketing,21,185000,8/20/2012,8/23/2013
532447,4,engineer,20,216000,11/3/2014,NA
41508,2,sales,28,204000,9/8/2014,NA
218769,2,customer_service,8,84000,7/23/2012,8/2/2013
436752,9,design,24,189000,6/13/2011,4/26/2013
423496,2,engineer,15,337000,10/13/2011,5/27/2014
590400,4,design,20,163000,12/5/2011,11/6/2015
556793,1,sales,16,231000,1/13/2014,NA
763248,6,customer_service,25,81000,9/21/2011,9/28/2012
60100,9,engineer,3,73000,1/14/2013,NA
903715,2,data_science,23,316000,2/23/2015,NA
82284,2,marketing,12,144000,4/4/2011,NA
536575,1,engineer,15,305000,6/9/2014,NA
588956,2,sales,21,190000,9/4/2012,8/1/2014
170431,10,data_science,16,195000,7/9/2012,5/2/2014
585655,1,engineer,12,228000,7/5/2012,8/8/2014
514741,4,sales,26,188000,6/27/2011,1/16/2015
320655,1,engineer,26,316000,12/19/2011,7/6/2015
512617,6,marketing,7,107000,2/13/2012,10/9/2015
15557,4,marketing,24,152000,3/18/2013,3/21/2014
21760,1,customer_service,24,122000,3/5/2012,4/5/2013
4215,3,sales,10,95000,4/14/2014,NA
914492,3,customer_service,12,61000,5/31/2011,4/26/2012
812938,3,sales,4,44000,4/11/2011,12/12/2014
255260,1,customer_service,21,124000,4/5/2011,3/23/2012
925073,3,sales,17,181000,1/22/2014,NA
715373,1,engineer,23,325000,4/21/2014,NA
396322,2,customer_service,11,85000,8/19/2013,NA
434395,3,marketing,20,131000,5/29/2012,5/24/2013
331941,7,customer_service,2,24000,4/18/2011,4/9/2012
653071,4,marketing,24,189000,12/8/2014,NA
112195,2,customer_service,23,121000,3/15/2011,10/26/2012
196242,1,sales,9,147000,2/19/2013,1/10/2014
496821,1,engineer,12,231000,2/11/2015,NA
853408,1,sales,2,48000,5/28/2013,5/16/2014
154830,8,customer_service,19,98000,4/18/2011,2/6/2015
955654,1,marketing,22,190000,12/8/2014,NA
496801,1,customer_service,22,135000,11/17/2014,9/11/2015
975782,2,customer_service,17,137000,4/9/2012,4/5/2013
11084,7,customer_service,21,82000,6/20/2013,NA
76972,1,data_science,6,169000,5/6/2013,NA
566792,6,data_science,8,158000,5/19/2014,NA
906713,4,customer_service,9,63000,2/25/2013,NA
310472,1,customer_service,3,27000,7/23/2012,10/17/2014
434439,1,data_science,23,248000,4/22/2013,4/25/2014
597377,3,engineer,1,61000,5/26/2015,NA
732817,9,customer_service,8,56000,1/28/2013,1/31/2014
785655,3,data_science,26,242000,7/20/2015,NA
386798,1,sales,21,249000,11/3/2014,NA
988792,1,customer_service,15,133000,4/27/2011,3/9/2012
897780,9,engineer,17,201000,7/15/2013,NA
933248,7,customer_service,17,90000,10/17/2012,8/21/2015
352566,2,engineer,8,181000,6/6/2011,4/20/2012
770956,1,data_science,13,181000,6/17/2013,5/2/2014
709055,9,marketing,26,185000,1/27/2014,NA
81430,2,sales,9,152000,3/16/2015,NA
54097,8,customer_service,22,108000,10/28/2013,10/31/2014
435338,3,data_science,22,251000,12/1/2014,NA
810605,1,customer_service,18,118000,11/7/2011,NA
252076,12,marketing,18,117000,12/17/2013,NA
201532,1,sales,7,167000,12/7/2015,NA
647900,1,marketing,15,190000,6/28/2011,9/20/2013
921694,2,customer_service,25,122000,4/14/2014,6/26/2015
865848,9,sales,28,185000,3/12/2012,4/26/2013
504244,5,marketing,11,113000,7/6/2015,NA
3907,9,engineer,23,230000,5/2/2011,1/31/2014
815522,8,data_science,18,257000,6/18/2012,8/9/2013
98508,2,customer_service,28,137000,1/9/2012,4/1/2013
50264,5,data_science,19,204000,9/2/2014,NA
826471,3,data_science,10,165000,3/17/2014,NA
548880,3,customer_service,29,93000,11/2/2015,NA
541775,2,marketing,8,125000,5/27/2014,NA
41229,4,data_science,15,221000,5/7/2012,12/6/2013
640036,5,data_science,15,230000,4/10/2013,4/4/2014
760954,1,engineer,18,277000,3/16/2015,NA
158138,1,data_science,13,166000,8/19/2013,8/8/2014
611326,2,data_science,25,367000,10/8/2013,NA
901426,2,customer_service,19,134000,7/26/2011,2/8/2013
346350,5,customer_service,5,49000,4/30/2012,1/24/2014
983440,1,sales,18,174000,10/21/2013,NA
848061,2,data_science,20,274000,1/15/2015,NA
909163,3,customer_service,15,94000,8/11/2014,7/10/2015
274422,1,customer_service,1,32000,3/10/2014,NA
201065,2,engineer,24,338000,5/4/2015,NA
445852,3,customer_service,9,63000,6/4/2012,10/30/2015
737901,8,data_science,11,167000,2/2/2015,NA
765747,1,sales,6,130000,3/10/2014,3/16/2015
267270,1,marketing,25,175000,2/7/2011,1/17/2014
744611,5,sales,5,87000,2/16/2012,7/11/2014
840148,2,customer_service,5,81000,3/24/2014,3/20/2015
639084,5,customer_service,26,69000,5/29/2014,6/19/2015
790681,1,engineer,9,214000,10/3/2012,9/20/2013
614550,8,customer_service,3,29000,3/21/2011,12/21/2012
766441,4,customer_service,27,102000,11/2/2015,NA
805147,2,design,14,132000,1/13/2014,2/13/2015
801650,1,customer_service,26,128000,9/16/2013,10/2/2014
714991,2,marketing,21,171000,7/6/2015,NA
392451,2,customer_service,23,102000,7/25/2013,NA
867322,5,customer_service,3,27000,2/27/2012,11/20/2015
563264,2,engineer,6,184000,2/11/2014,NA
548615,6,customer_service,13,60000,3/30/2015,NA
417536,3,data_science,8,137000,6/9/2014,NA
13809,7,sales,28,140000,12/30/2013,2/27/2015
195465,1,engineer,23,265000,5/6/2015,NA
245724,7,engineer,4,57000,7/8/2013,NA
727465,8,customer_service,21,107000,10/10/2011,10/12/2012
217740,5,sales,4,45000,10/8/2012,11/21/2014
43708,9,customer_service,15,98000,3/3/2014,1/16/2015
156788,1,marketing,13,130000,11/18/2013,11/21/2014
87556,2,customer_service,13,82000,6/4/2012,1/23/2015
195190,1,customer_service,7,71000,10/8/2012,8/30/2013
450954,8,customer_service,7,66000,4/4/2011,6/21/2013
161106,1,data_science,13,178000,3/26/2012,3/28/2014
744547,2,customer_service,10,104000,5/12/2014,NA
804582,8,sales,1,46000,2/26/2015,NA
249081,9,customer_service,20,1.00E+05,4/11/2011,5/4/2012
429830,9,data_science,24,268000,11/20/2013,NA
933554,1,sales,28,191000,1/24/2011,3/8/2013
643759,1,customer_service,1,31000,3/16/2015,NA
378259,10,customer_service,23,94000,4/13/2015,NA
470153,3,customer_service,1,22000,10/12/2015,NA
815799,7,customer_service,23,1.00E+05,4/14/2014,NA
224180,2,customer_service,25,114000,12/3/2012,NA
400941,5,engineer,23,230000,3/14/2011,2/13/2015
779272,2,customer_service,17,124000,4/1/2013,4/17/2015
257968,2,design,26,209000,11/23/2015,NA
997781,3,marketing,7,126000,10/5/2015,NA
530003,6,customer_service,19,89000,11/5/2012,11/22/2013
66754,2,marketing,5,96000,8/20/2012,10/18/2013
128834,3,customer_service,4,31000,12/7/2015,NA
447927,7,customer_service,4,23000,5/13/2013,5/2/2014
959620,2,marketing,5,132000,4/30/2012,12/5/2014
886213,5,customer_service,5,58000,7/22/2013,7/31/2015
719122,3,sales,17,170000,3/14/2011,1/30/2015
607161,6,data_science,29,238000,2/4/2013,NA
331601,9,marketing,13,99000,7/15/2013,7/18/2014
136352,6,data_science,8,141000,12/30/2013,12/19/2014
312668,6,data_science,6,165000,3/31/2014,NA
36548,2,engineer,19,293000,12/2/2013,NA
134993,3,customer_service,4,20000,8/22/2013,NA
277300,1,marketing,20,194000,8/13/2012,8/14/2015
984251,8,sales,8,88000,9/8/2014,8/14/2015
213250,8,customer_service,24,104000,1/21/2014,2/13/2015
79364,1,customer_service,20,122000,2/19/2013,NA
611437,1,design,11,122000,7/5/2011,7/13/2012
425745,5,customer_service,18,103000,12/20/2011,2/20/2015
379035,2,customer_service,14,80000,9/10/2014,NA
782398,3,marketing,7,97000,11/11/2013,NA
406248,6,customer_service,4,22000,2/14/2011,4/20/2012
210403,6,marketing,6,97000,9/8/2014,10/16/2015
334963,1,engineer,14,199000,11/28/2011,NA
996561,3,sales,10,104000,2/17/2015,11/27/2015
980271,3,customer_service,11,58000,4/7/2014,NA
50758,7,customer_service,10,59000,11/9/2015,NA
532365,8,customer_service,17,78000,6/8/2015,NA
774077,1,sales,8,113000,10/10/2011,10/25/2012
528517,1,data_science,15,338000,12/5/2012,NA
498666,6,engineer,22,263000,1/20/2015,NA
477258,1,customer_service,15,134000,3/18/2013,4/21/2014
50253,9,engineer,24,249000,3/25/2013,NA
870958,1,engineer,7,177000,10/28/2013,9/11/2015
824060,7,sales,25,162000,10/1/2012,9/26/2014
18688,1,data_science,20,323000,7/15/2013,NA
900854,5,marketing,8,111000,8/22/2011,11/21/2014
118775,10,data_science,19,229000,12/4/2013,10/2/2015
335262,2,marketing,29,178000,6/26/2012,9/20/2013
509421,5,data_science,18,181000,6/22/2015,NA
289618,7,customer_service,22,106000,2/28/2011,1/23/2015
825164,1,engineer,9,204000,7/13/2015,NA
99624,6,data_science,9,164000,12/2/2013,10/31/2014
548612,1,engineer,18,315000,9/29/2014,NA
860900,7,engineer,6,165000,10/22/2014,10/23/2015
227079,1,sales,5,138000,6/8/2015,NA
942482,7,customer_service,13,58000,11/23/2011,1/3/2014
197876,1,customer_service,26,134000,1/27/2014,12/5/2014
204715,1,data_science,7,195000,9/10/2012,8/23/2013
29553,3,customer_service,1,27000,5/4/2011,6/14/2013
565174,9,data_science,21,238000,7/1/2013,6/27/2014
984987,1,engineer,21,324000,10/17/2011,NA
695957,3,data_science,12,132000,5/27/2014,4/24/2015
375553,9,engineer,3,60000,8/13/2012,7/18/2014
531905,8,customer_service,13,70000,2/27/2012,2/28/2014
451739,2,sales,19,224000,10/29/2013,11/7/2014
474035,4,engineer,23,267000,7/2/2012,8/7/2015
57705,2,customer_service,17,113000,8/15/2011,8/24/2012
832299,4,customer_service,13,64000,3/24/2014,3/6/2015
419952,8,customer_service,16,117000,3/3/2014,4/6/2015
553587,6,marketing,9,109000,8/10/2015,NA
193659,1,customer_service,17,129000,11/21/2011,9/21/2012
919612,10,customer_service,22,93000,10/28/2014,10/9/2015
170350,2,engineer,6,185000,6/16/2014,NA
807882,5,data_science,15,256000,1/22/2013,1/17/2014
433896,5,customer_service,19,93000,10/25/2011,11/7/2014
509721,4,design,27,156000,10/19/2015,NA
728318,2,customer_service,20,101000,11/21/2011,10/26/2012
188096,5,customer_service,15,109000,7/7/2014,NA
917597,2,sales,24,194000,8/24/2015,NA
761827,3,customer_service,23,103000,11/26/2012,10/4/2013
198748,6,engineer,19,247000,6/18/2012,1/10/2014
953642,1,marketing,27,202000,8/17/2011,10/5/2012
802052,3,design,9,98000,6/25/2012,NA
263432,2,sales,2,49000,2/19/2013,1/31/2014
108715,7,customer_service,15,108000,6/20/2011,8/22/2014
324979,1,customer_service,8,67000,8/1/2011,7/6/2015
824438,12,sales,22,109000,6/20/2011,10/18/2013
376069,1,engineer,1,74000,9/19/2011,10/5/2012
69424,3,customer_service,6,76000,4/6/2015,NA
477644,4,design,22,161000,3/30/2015,NA
448046,1,customer_service,27,113000,6/4/2012,5/30/2014
728264,6,marketing,25,165000,5/16/2011,4/27/2012
548633,3,sales,1,37000,4/8/2013,8/7/2015
713635,3,customer_service,18,114000,7/3/2012,6/5/2015
362515,9,design,3,32000,12/27/2011,NA
193973,2,customer_service,19,110000,7/11/2011,3/1/2013
214492,5,customer_service,22,93000,6/2/2014,NA
311540,1,engineer,23,269000,10/6/2014,9/25/2015
912679,1,marketing,15,224000,8/18/2014,NA
418614,1,customer_service,9,77000,1/24/2011,11/9/2012
163274,1,customer_service,8,83000,5/11/2015,NA
380951,2,customer_service,16,129000,3/26/2012,3/22/2013
64951,7,marketing,12,117000,9/17/2012,NA
543695,9,customer_service,9,52000,4/29/2013,5/21/2014
685741,2,customer_service,20,114000,3/17/2014,4/17/2015
935351,10,sales,29,167000,5/12/2014,3/6/2015
554492,8,marketing,5,102000,8/31/2015,NA
930408,7,engineer,4,61000,4/18/2011,3/30/2012
